,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,maxAge,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,toCurrency
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,JATALIA GLOBAL VENTURES LIMITE,,Asia/Kolkata,IST,False,19800000,,EQUITY,JATALIA.BO,,,,,in_market,3.9,4.1,,,,,4.1,,,,3.9,,,4.1,,,,,,,,,,3.9,4,INR,210,,,,,,,,,3.9,4,,,210,4.1,,,,3.9,3.9,False,,,4.1,3.9,,,
1,,,,,,,,,none,9373681,,,19.5,,,,,,,,,,,,,INR,1,,,,BSE,VSF PROJECTS LTD.,VSF Projects Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,VSFPROJ.BO,,,,085656d5-d124-3018-b917-b3c708b866d9,in_market,19.5,18.65,10.450588,,,,19.5,,0,,19.5,10.809394,,18.65,0,,,,,,,,,18.65,2,INR,406,,,,114444528,,,2,,18.65,0,,0,406,19.5,,,,9.2,14.64,False,,0,19.5,19.5,,67.94425,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,BANSISONS TEA INDUSTRIES LTD.,,Asia/Kolkata,IST,False,19800000,,EQUITY,BANSTEA.BO,,,,9610ddb0-c53b-306a-8ee4-a9a7afee4644,in_market,3.07,3.07,,,,,3.07,,,,3.07,,,3.07,,,,,,,,,,3.07,4,INR,100,,,,,,,,,3.07,0,,,100,3.07,,,,3.07,3.07,False,,,3.07,3.07,,,
1,,,,,,,,,none,38429000,,,50.75,,,,,,,,,,,,,INR,1,,,,BSE,POONA DAL & OIL INDUSTRIES LTD,Poona Dal and Oil Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,POONADAL.BO,,,,dab95d7b-d560-38fe-a8c3-c17828555148,in_market,50.05,47.55,35.979046,,,,52.5,,3019,,50.05,42.036766,,47.55,3019,,,,,,,,,47.55,2,INR,3173,,,,289680992,,,8652,,47.55,50.8,,0,3173,63.45,,,,15.6,50.75,False,,0,52.5,50.75,,33.169937,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,TRANSGLOBE FOODS LTD.,Transglobe Foods Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,TRANSFD.BO,,,,bb21a360-8071-3a7a-bf1c-4725ab963003,in_market,77.4,81.25,177.35,,,,81.25,,496,,77.4,163.4603,,81.25,496,,,,,,,,,81.25,2,INR,58,,,,11772719,,,479,,81.25,0,,0,58,302.25,,,,29.8,81.25,False,,0,81.25,81.25,,,
1,,,,,,,,41,none,139510000,,41,20.65,,,,1,41,,,41,,,,,INR,1,,,,BSE,ANIK INDUSTRIES LTD.,Anik Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ANIKINDS.BO,,,,66fe0f71-90a7-3592-b120-143904a3d7cb,in_market,19.9,20.4,14.071838,,,,20.8,,660,,19.9,16.087059,,20.4,660,,,,,,,,,19.95,2,INR,5111,,,,573109760,,,10232,,19.95,20.8,,0,5111,25.7,,,,5.89,20.5,False,,0,20.8,20.65,,,
1,,,,,,,,,none,565450000,,,50.5,,,,,,,,,,,,,INR,1,,,,BSE,SHARAT INDUSTRIES LTD.,Sharat Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SHINDL.BO,,,,c3d86d1e-4c13-3b6a-a589-fcaf0bb6d598,in_market,51.75,52.5,26.37353,,,,52.5,,658,,51.75,28.964706,,52.5,658,,,,,,,,,50.5,2,INR,203,,,,1111631232,,,2205,,50.5,51.7,,0,203,52.5,,,,14.5,50.5,False,,0,52.5,50.5,,58.584686,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,DATIWARE MARITIME INFRA LIMITE,,Asia/Kolkata,IST,False,19800000,,EQUITY,DATIWARE.BO,,,,,in_market,18.05,18.95,,,,,18.95,,,,18.05,,,18.95,,,,,,,,,,18.05,2,INR,200,,,,,,,,,18.05,18.05,,,200,18.95,,,,18.05,0,False,,,18.95,18.05,,,
1,,,,,,,,,none,-652677,,,15.08,,,,,,,,,,,,,,1,,,,BSE,KMG MILK FOOD LTD.,KMG Milk Food Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,KMGMILK.BO,,,,5a5e7ac8-c82d-374e-8097-b0975e55aecc,in_market,15.08,15.08,,,,,15.08,,,,15.08,,,15.08,,,,,,,,,,15.08,2,INR,100,,,,,,,,,15.08,14.35,,,100,15.08,,,,15.08,0,False,,,15.08,15.08,,,
1,,,,,,,,450,none,1706330000,,450,2248,,,,1,450,,,450,,,,,INR,1,,,,BSE,KSE LTD.,KSE Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,KSE.BO,,,,c2b8a90a-6741-3ec2-9dc7-70ada0854a3f,in_market,2295.3,2249.4,2018.6077,0.008713458,,,2274.4,,3133,,2295.3,2142.197,20,2249.4,3133,,,,,,,,,2240,2,INR,452,,,,7193600000,,,1069,,2240,2254,,0,452,2495.65,,,,870,2240,False,,0,2274.4,2248,,12.391546,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,PIONEER AGRO EXTRACTS LTD.,,Asia/Kolkata,IST,False,19800000,,EQUITY,PIONAGR.BO,,,,19372a93-93e3-34af-bc37-8c0224a6a381,in_market,7.3,7.3,,,,,7.3,,,,7.3,,,7.3,,,,,,,,,,7.3,2,INR,13,,,,,,,,,7.3,7.95,,,13,7.3,,,,7.3,7.3,False,,,7.3,7.3,,,
1,,,,,,,,,none,64341000,,,32.25,,,,,,,,,,,,,INR,1,,,,BSE,NARBADA GEMS AND JEWELLERY LTD,Narbada Gems and Jewellery Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NARBADA.BO,,,,c4c0d7aa-cd19-3cec-8869-42112bb246af,in_market,33.9,34.8,23.023088,,,,34.8,,4014,,33.9,35.52647,,34.8,4014,,,,,,,,,32.25,2,INR,1457,,,,260096256,,,1597,,32.25,33.9,,0,1457,50.4,,,,12.35,32.25,False,,0,34.8,32.25,,20.887306,
1,,,,,,,,,none,194221160,,,29.6,,,,,,,,,,,,,INR,1,,,,BSE,VIRAT CRANE INDUSTRIES LTD.,Virat Crane Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,VIRATCRA.BO,,,,8aa88b24-502c-3c75-adc2-ca082c9fa28e,in_market,30.4,30.8,20.675735,0.016447369,,,30.8,,3482,,30.4,23.454412,0.5,30.8,3482,,,,,,,,,29.45,2,INR,11419,,,,604544512,,,8953,,29.45,29.6,,0,11419,30.8,,,,13,29.5,False,,0,30.8,29.6,,9.801325,
1,,,,,,,,,none,131450000,,,31.2,,,,,,,,,,,,,INR,1,,,,BSE,HISAR SPINNING MILLS LTD.,Hisar Spinning Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,HISARSP.BO,,,,d3dcb63e-64c0-3b52-8d6a-4deb3ca9141d,in_market,32.8,31.2,17.374565,,,,31.2,,40,,32.8,13.773235,,31.2,40,,,,,,,,,31.2,2,INR,6.9441357,500,,,,116532000,,,36,,31.2,34.4,,0,500,31.2,,,,12.5,32.8,False,,0,31.2,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,9,none,12040400000,,9,21.35,,,,1,9,,,9,,,,,INR,1,,,,BSE,ALOK INDUSTRIES LTD.,Alok Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ALOKTEXT.BO,,,,e6b0c6c7-7cbd-3376-891e-b898d2e7cae8,in_market,21.4,21.45,25.503677,,,,21.75,,1533486,,21.4,21.980883,,21.45,1533486,,,,,,,,,21.3,2,INR,,1327109,,,,106007871488,,,2577017,,21.3,0,,0,1327109,61.4,,,,3.32,0,False,,0,21.75,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,-13835,,,3.88,,,,,,,,,,,,,INR,1,,,,BSE,PASARI SPINNING MILLS LTD.,Pasari Spinning Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PASARI.BO,,,,8a4b4666-6cae-387e-81be-14e3e1f0db4a,in_market,3.9,3.9,1.6522628,,,,3.9,,4962,,3.9,1.6026471,,3.9,4962,,,,,,,,,3.71,4,INR,19.695433,1168,,,,53544000,,,3133,,3.71,3.9,,0,1168,3.9,,,,0.57,3.71,False,,0,3.9,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,911679167,,,2.63,,,,,,,,,,,,,INR,1,,,,BSE,SPENTEX INDUSTRIES LTD.,CLC Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SPENTEX.BO,,,,f0967176-e29b-3c80-9d84-d9b7006981c8,in_market,2.54,2.65,0.7259854,,,,2.66,,5593,,2.54,1.015,,2.65,5593,,,,,,,,,2.58,4,INR,,100101,,,,236100368,,,23494,,2.58,0,,0,100101,2.66,,,,0.29,2.66,False,,0,2.66,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,839486000,,,157.75,,,,,,,,,,,,,INR,1,,,,BSE,AMARJOTHI SPINNING MILLS LTD.,Amarjothi Spinning Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,AMARJOTHI.BO,,,,1ff91030-74a9-3ff9-89fd-69cc47c793f0,in_market,161.35,162,73.078674,0.012395414,,,162,,19036,,161.35,108.161766,2,162,19036,,,,,,,,,156.5,2,INR,15.049608,3039,,,,1064812480,,,18066,,156.5,158,,0,3039,162,4.8583307,,,39,157,False,,0,162,157.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,169873304,,,38.15,,,,,,,,,,,,,INR,1,,,,BSE,OLYMPIA INDUSTRIES LTD.,Olympia Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,OLYMPTX.BO,,,,d6eb749f-92e0-32fe-a3c3-e373fde24406,in_market,38.5,39.3,15.225514,,,,40.4,,4277,,38.5,24.289412,,39.3,4277,,,,,,,,,36.6,2,INR,,2677,,,,229799200,,,4048,,36.6,39.95,,0,2677,40.4,,,,7,37.65,False,,0,40.4,38.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,1030292192,,,34.4,,,,,,,,,,,,,INR,1,,,,BSE,NAGREEKA EXPORTS LTD.,Nagreeka Exports Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NAGREEKEXP.BO,,,,5ebddb46-d663-3210-853a-bcc25cc45f68,in_market,33.05,34.5,15.7925005,,,,34.5,,966,,33.05,20.177576,,34.5,966,,,,,,,,,33.2,2,INR,,1118,,,,429989696,,,5983,,33.2,34.4,,0,1118,34.5,,,,8.32,33,False,,0,34.5,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,387261000,,,18.75,,,,,,,,,,,,,INR,1,,,,BSE,SUDITI INDUSTRIES LTD.,Suditi Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SUDTIND-B.BO,,,,d46ddc2d-61d1-3120-9624-17514d29850f,in_market,17.9,18.65,10.453529,0.011173185,,,18.75,,1255,,17.9,12.061176,0.2,18.65,1255,,,,,,,,,17.05,2,INR,,1119,,,,329139360,,,2081,,17.05,18.75,,0,1119,18.75,,,,6.64,18,False,,0,18.75,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,706758448,,,9.3,,,,,,,,,,,,,INR,1,,,,BSE,Shree Bhavya Fabrics Limited,Shree Bhavya Fabrics Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SBFL.BO,,,,62c79f74-d3e1-315d-b44e-fb59e1cab910,in_market,9.1,9.5,3.6948905,,,,9.5,,20,,9.1,4.400588,,9.5,20,,,,,,,,,8.71,2,INR,,1949,,,,88350000,,,938,,8.71,9.5,,0,1949,9.5,,,,2.09,8.71,False,,0,9.5,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,301678000,,,12.47,,,,,,,,,,,,,INR,1,,,,BSE,ADITYA SPINNERS LTD.,Aditya Spinners Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ADITYASP.BO,,,,84162520-fa20-3d1a-a4ae-f223b2a89ddf,in_market,12.35,12.95,5.8452206,,,,12.96,,4337,,12.35,6.172941,,12.95,4337,,,,,,,,,12.2,2,INR,5.3519316,4192,,,,208759024,,,5476,,12.2,12.96,,0,4192,12.96,,,,2.86,12.45,False,,0,12.96,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,34799000,,,8.71,,,,,,,,,,,,,INR,1,,,,BSE,PRIME URBAN DEVELOPMENT INDIA,Prime Urban Development India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PRIMEURB.BO,,,,8a3762e5-e83a-3fbe-bb7b-dd06a9e21565,in_market,8.49,8.91,7.4210143,0.047114253,,,8.91,,0,,8.49,8.127059,0.4,8.91,0,,,,,,,,,8.15,2,INR,,1664,,,,232065760,,,2093,,8.15,8.9,,0,1664,9,,,,4.53,8.15,False,,0,8.91,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,417846000,,,30.85,,,,,,,,,,,,,INR,1,,,,BSE,DHANLAXMI FABRICS LTD.,Dhanlaxmi Fabrics Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,DHANFAB.BO,,,,87e14547-a9ec-39aa-b039-1091f9609ca5,in_market,29.75,31.2,20.124817,,,,31.2,,193,,29.75,22.811766,,31.2,193,,,,,,,,,29,2,INR,,1553,,,,264726944,,,41,,29,30.8,,0,1553,31.2,,,,11.2,30,False,,0,31.2,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,142946000,,,43.25,,,,,,,,,,,,,INR,1,,,,BSE,SRI LAKSHMI SARASWATHI TEXTILE,Sri Lakshmi Saraswathi Textiles (Arni) Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SLSTLQ.BO,,,,4c58671b-e3b8-3b58-bc7f-efe9097a7620,in_market,43.25,43.25,9.090147,,,,43.25,,0,,43.25,6.670588,,43.25,0,,,,,,,,,43.25,2,INR,,200,,,,144141440,,,76,,43.25,48.6,,,200,43.25,,,,6.35,48,False,,,43.25,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,326.67,none,1224400000,,326.67,105.6,,,,1,326.67,,,326.67,,,,,INR,1,,,,BSE,ZODIAC CLOTHING CO.LTD.,Zodiac Clothing Company Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ZODIACLOTH.BO,,,,ad564f0c-a96f-3e39-920c-b2af41fceaad,in_market,103.5,106,106.60625,0.009661836,,,108.15,,25827,,103.5,109.608826,1,106,25827,,,,,,,,,103.75,2,INR,,7660,,,,2373645056,,,18996,,103.75,108.9,,0,7660,184.9,,,,89.95,105.65,False,,0,108.15,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,GANGOTRI TEXTILES LTD.,,Asia/Kolkata,IST,False,19800000,,EQUITY,GANGOTRI.BO,,,,4b227131-676e-3f44-96aa-294d9d989835,in_market,1.16,1.09,,,,,1.16,,,,1.16,,,1.09,,,,,,,,,,1.09,4,INR,,2540,,,,,,,,,1.09,0,,,2540,1.16,,,,1.09,1.14,False,,,1.16,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,206506000,,,21.9,,,,,,,,,,,,,INR,1,,,,BSE,SRI RAMAKRISHNA MILLS (COIMBAT,Sri Ramakrishna Mills (Coimbatore) Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SRMCL.BO,,,,d12fb1f8-cc06-3dc6-b916-8792325fddd5,in_market,21.2,20.15,7.9871016,,,,22.25,,0,,21.2,8.168823,,20.15,0,,,,,,,,,20.15,2,INR,19.90909,415,,,,155891424,,,263,,20.15,22.25,,0,415,22.25,,,,6.85,21.9,False,,0,22.25,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,268940000,,,10.93,,,,,,,,,,,,,INR,1,,,,BSE,SUPER SPINNING MILLS LTD.,Super Spinning Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SUPERSPIN.BO,,,,2cd939e0-b684-3b71-90fd-2099066c5b87,in_market,11.31,11.1,4.3972793,,,,11.14,,14888,,11.31,4.9814706,,11.1,14888,,,,,,,,,10.93,2,INR,,3209,,,,601150016,,,22524,,10.93,11.2,,0,3209,11.14,,,,2.03,10.93,False,,0,11.14,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,-42411000,,,5.94,,,,,,,,,,,,,INR,1,,,,BSE,SEASONS FURNISHINGS LTD.,Seasons Furnishings Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SEASONF.BO,,,,f3b0767b-f4fc-3457-a9a9-79112f7323bf,in_market,5.94,5.96,1.4110295,,,,5.96,,306,,5.94,1.3538235,,5.96,306,,,,,,,,,5.94,2,INR,,480,,,,43919768,,,259,,5.94,0,,0,480,5.96,,,,0.95,5.41,False,,0,5.96,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,9941393,,,9.24,,,,,,,,,,,,,INR,1,,,,BSE,UNITED TEXTILES LTD.,United Textiles Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,UNITEDTE.BO,,,,253b762f-c033-3b18-a5e6-1b929e016672,in_market,9.23,9.39,5.2977204,,,,9.39,,95,,9.23,4.4658823,,9.39,95,,,,,,,,,8.77,2,INR,205.33331,1851,,,,27720000,,,239,,8.77,9.26,,0,1851,9.39,,,,3.61,8.77,False,,0,9.39,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,79,none,383801000,,79,315.65,,,,1,79,,,79,,,,,INR,1,,,,BSE,SIL INVESTMENTS LTD.,SIL Investments Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SILINV.BO,,,,8771d6fc-5795-3705-ae69-f806414f51c5,in_market,312.25,313.95,163.85883,0.008006405,,,316.9,,1590,,312.25,206.09412,2.5,313.95,1590,,,,,,,,,305.65,2,INR,10.331227,194,,,,3344595712,,,3331,,305.65,318.3,,0,194,316.9,,,,70,317,False,,0,316.9,315.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,155,none,1903994000,,155,62.1,,,,1,155,,,155,,,,,INR,1,,,,BSE,SURYALAKSHMI COTTON MILLS LTD.,Suryalakshmi Cotton Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SURYALAXMI.BO,,,,fefdf496-3a2b-3911-b675-56529a0206ad,in_market,61.45,62.15,22.030516,,,,62.15,,2425,,61.45,31.969118,,62.15,2425,,,,,,,,,61,2,INR,,778,,,,1035349824,,,6249,,61,62.1,,0,778,62.15,,,,12.75,61.1,False,,0,62.15,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,SAMTEX FASHIONS LTD.,Samtex Fashions Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SAMTEX.BO,,,,8dd1f7d1-5287-3f73-b591-840de9f63096,in_market,4.22,4.43,0.66286767,,,,4.43,,31185,,4.22,0.8679412,,4.43,31185,,,,,,,,,4.43,4,INR,,49954,,,,330034976,,,15665,,4.43,0,,0,49954,4.43,,,,0.31,4.02,False,,0,4.43,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,CITYMAN LTD.,Cityman Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,CITYMAN.BO,,,,4d30378a-a1df-374b-9090-17cd358c53ea,in_market,5.98,5.98,3.529051,,,,6.27,,2506,,5.98,5.329412,,5.98,2506,,,,,,,,,5.98,2,INR,,1360,,,,73365896,,,485,,5.98,0,,0,1360,8.06,,,,1.17,6.27,False,,0,6.27,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,59888695,,,67.7,,,,,,,,,,,,,INR,1,,,,BSE,DHANALAXMI ROTO SPINNERS LTD.,Dhanalaxmi Roto Spinners Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,DHANROTO.BO,,,,97113ade-3be6-34e6-bd9d-f6a734f1a37a,in_market,64.5,63.25,19.988604,,,,67.7,,8862,,64.5,22.366177,,63.25,8862,,,,,,,,,63.25,2,INR,21.07721,1902,,,,264050304,,,2730,,63.25,0,,0,1902,67.7,,,,9.76,67.7,False,,0,67.7,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,65,none,1433138875,,65,46.15,,,,1,65,,,65,,,,,INR,1,,,,BSE,DAMODAR INDUSTRIES LTD.,Damodar Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,DAMOINDUS.BO,,,,85ebf49e-83d3-38de-b586-1bac866dc20f,in_market,44.9,45.95,27.688602,0.016703786,,,46.6,,2204,,44.9,34.90441,0.75,45.95,2204,,,,,,,,,43.1,2,INR,,2128,,,,1075294976,,,6488,,43.1,46.4,,0,2128,46.6,3.2753727,,,13.65,43.1,False,,0,46.6,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,30000,,,33.65,,,,,,,,,,,,,INR,1,,,,BSE,SANBLUE CORPORATION LTD.,Sanblue Corporation Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SANBLUE.BO,,,,7edd34e7-0cde-3224-a779-ee67dd7a708b,in_market,33.65,33.65,14.266691,,,,33.65,,131,,33.65,12.91,,33.65,131,,,,,,,,,33.65,2,INR,,580,,,,168235872,,,83,,33.65,33.6,,0,580,33.65,,,,5.24,0,False,,0,33.65,33.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,227914046,,,11.83,,,,,,,,,,,,,INR,1,,,,BSE,UNIROYAL INDUSTRIES LTD.,Uniroyal Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,UNIROYAL.BO,,,,b784fa3e-1284-3ba6-82c7-a979a018347d,in_market,12.45,11.83,5.77,,,,12.45,,286,,12.45,6.3041177,,11.83,286,,,,,,,,,11.83,2,INR,,366,,,,97818960,,,392,,11.83,11.83,,0,366,12.45,,,,4.75,11.83,False,,0,12.45,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,10906337,,,2.64,,,,,,,,,,,,,INR,1,,,,BSE,TATIA GLOBAL VENNTURE LTD.,Tatia Global Vennture Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,TATIAGLOB.BO,,,,d0b86140-98e8-38f2-97fb-3cef92a2a6e6,in_market,2.52,2.64,0.35808823,,,,2.64,,8306,,2.52,0.5002941,,2.64,8306,,,,,,,,,2.64,4,INR,,28482,,,,400276800,,,10214,,2.64,0,,,28482,2.64,,,,0.21,2.52,False,,,2.64,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,292270831,,,12.5,,,,,,,,,,,,,INR,1,,,,BSE,SUNIL INDUSTRIES LTD.,Sunil Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SUNILTX.BO,,,,8506bcd7-f4a7-306b-81aa-1ba7cf142e03,in_market,13,13.65,14.762826,,,,13.65,,80,,13,14.095,,13.65,80,,,,,,,,,12.5,2,INR,12.147716,1700,,,,52500000,,,149,,12.5,0,,,1700,16.74,,,,12,12.6,False,,,13.65,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,233017000,,,40.2,,,,,,,,,,,,,INR,1,,,,BSE,SRI NACHAMMAI COTTON MILLS LTD,Sri Nachammai Cotton Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SRINACHA.BO,,,,c241590d-d7f9-36b9-8d05-77c33a6a6ef6,in_market,40.2,40.2,13.017664,,,,40.2,,346,,40.2,14.009697,,40.2,346,,,,,,,,,40.2,2,INR,,20,,,,172860000,,,325,,40.2,42,,0,20,40.2,,,,9.85,0,False,,0,40.2,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
